epoch,acc,loss,val_acc,val_loss
139,0.7023333364062839,1.043467158344057,0.6030000042915344,2.324464728832245
140,0.7024444459544288,1.0369043669435714,0.5869999980926514,2.410527215003967
141,0.702777779367235,1.0442018344667223,0.5968000018596649,2.38906875371933
142,0.7040222244792514,1.0369328974352943,0.6125999945402145,2.262139301300049
143,0.7058888914850023,1.0386156323220994,0.5956000012159347,2.288402063846588
144,0.7061555572350819,1.0348436130417717,0.6041999995708466,2.312407991886139
145,0.7068444465266334,1.034215918249554,0.6029999989271164,2.345386259555817
146,0.7061111116409302,1.0205639950434366,0.6022000014781952,2.3955803084373475
147,0.7040222243467966,1.0476832943492465,0.601199997663498,2.4405215406417846
148,0.7048666687806447,1.040270165072547,0.6029999995231629,2.3655566596984863
149,0.7054222251309289,1.0356133161650765,0.6057999986410141,2.2796898007392885
150,0.7077777788374159,1.023076235320833,0.6059999966621399,2.3766099429130554
151,0.7083333358499739,1.0252526635593837,0.6148000013828278,2.269803161621094
152,0.7079555557833778,1.022963808907403,0.6045999991893768,2.3130165052413942
153,0.7088222241401673,1.0323781662517124,0.6154000037908554,2.3822909212112426
154,0.7058666682243347,1.033819756242964,0.606199997663498,2.3624293041229247
155,0.7077777789698707,1.028021047645145,0.6034000015258789,2.370212421417236
156,0.7079333353042603,1.0295566925737594,0.6025999987125397,2.425901415348053
157,0.7102888913949331,1.0282546847396428,0.611199996471405,2.446801643371582
158,0.7105555596616533,1.0182701382372115,0.6125999963283539,2.4210633730888365
159,0.7104000027974446,1.0198746497101254,0.596200003027916,2.5041125059127807
160,0.7087111133999294,1.0226868393686082,0.5956000000238418,2.469346685409546
161,0.7109555572933621,1.017136469417148,0.603000002503395,2.406067531108856
162,0.7125555569595761,1.0074727004104191,0.6121999979019165,2.3606281447410584
163,0.7138222240077124,1.0064491970009275,0.6108000016212464,2.4405494332313538
164,0.7121333347426521,1.0146502922640905,0.6027999973297119,2.5422262382507324
165,0.7119777772161696,1.0230768962701162,0.5975999975204468,2.443053402900696
166,0.7131777797804938,1.0059529965453677,0.607600001692772,2.464374313354492
